"ID","title","details","credit"
"d0776M1980","Gasworks","pencil brush and ink watercolour on paper 238 cm x 338 cm","Credits Van Gogh Museum Amsterdam purchased with support from the Rembrandt Association"
"d0777V1980","Head of a Woman","pencil on paper 291 cm x 225 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0778M1981","Baby","charcoal paint watercolour on paper 338 cm x 257 cm","Credits Van Gogh Museum Amsterdam gift of A Cohen TervaertHenny"
"d0783V1972","Soup Distribution in a Public Soup Kitchen","chalk brush and paint watercolour on paper 565 cm x 444 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0808V1986","Old Nag","pencil brush and watercolour on paper 510 cm x 635 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0810M1986","Landscape in Drenthe","pencil pen and brush and ink watercolour on paper 314 cm x 421 cm","Credits obliged to state Van Gogh Museum Amsterdam purchased with support from the Vincent van Gogh Foundation and the Rembrandt Association"
"d1040V1994","Portrait of Vincent van Gogh the Artists Grandfather","pencil brush and ink and watercolour on paper 345 cm x 261 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d1123V2004","Portrait of Jozef Blok","pencil watercolour lithographic crayon on paper 385 cm x 263 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d1125S2005","The Daughter of Jacob Meyer after Bargue after Holbein","pencil on paper 426 cm x 305 cm","Credits Kroller Muller Museum Otterlo and Van Gogh Museum Amsterdam purchased with support from the BankGiro Loterij"
"d1132S2007","Woman on her Deathbed","pencil brush and ink on paper 257 cm x 338 cm","Credits Van Gogh Museum Amsterdam"
"n0546V1962v","Sketch of a landscape and sketch of three figures near an awning","blue chalk on paper 346 cm x 453 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0001V1962","Digger","lithograph and pen on paper 576 cm x 428 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0002V1962","Sorrow","lithograph on paper 499 cm x 388 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0003V1962","Old Man Drinking Coffee","lithograph on paper 569 cm x 28 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0004V1962","Old Man with a Stick","lithograph and pen on paper 615 cm x 353 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0005V1962","Gardener by an Apple Tree","lithograph on paper 247 cm x 326 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0007V1962","At Eternitys Gate","lithograph on paper 498 cm x 347 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0008V1962","A Workmans Meal Break","lithograph water colour and pen and ink on paper 508 cm x 329 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0009V1962","Old Man with a Stick","lithograph on paper 61 cm x 398 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0010V1971","Burning Weeds","lithograph on paper 155 cm x 265 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0011V1963","A Workmans Meal Break","lithograph on paper 547 cm x 359 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0012V1963","Digger","lithograph pen and ink and water colour on paper 584 cm x 455 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0013V1962","Portrait of Doctor Gachet","etching on paper 145 cm x 148 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0014V1962","Sorrow","lithograph on paper 496 cm x 381 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0015V1962","Old Man Drinking Coffee","lithograph on paper 548 cm x 34 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0016V1962","The Potato Eaters","lithograph on paper 312 cm x 396 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0466V1962","Portrait of Doctor Gachet","etching on paper 316 cm x 234 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0467V1962","Portrait of Doctor Gachet","etching on paper 31 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0468V1962","Portrait of Doctor Gachet","colour etching on paper 316 cm x 236 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0469V1962","Portrait of Doctor Gachet","colour etching on paper 306 cm x 236 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0470V1962","Portrait of Doctor Gachet","etching on paper 312 cm x 24 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0471V1962","Portrait of Doctor Gachet","etching and pen and ink on paper 31 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0472V1962","Portrait of Doctor Gachet","colour etching on paper 315 cm x 235 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"p0473V1962","Portrait of Doctor Gachet","colour etching on paper 307 cm x 236 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
